movie_title,movie_id,movie_title
Road to Perdition,1274,Road to Perdition
Bedtime Stories,1275,Bedtime Stories
Treachery,1276,Treachery
Robots,1277,Robots
Four Christmases,1278,Four Christmases
Walter,1279,Walter
Something's Gotta Give,1280,Something's Gotta Give
Get Smart,1281,Get Smart
The Blair Witch Project,1282,The Blair Witch Project
The Haunting,1283,The Haunting
Alvin and the Chipmunks: Chipwrecked,1284,Alvin and the Chipmunks: Chipwrecked
Woodstock,1285,Woodstock
Deep Impact,1286,Deep Impact
Charlotte's Web,1287,Charlotte's Web
Lilo & Stitch,1288,Lilo & Stitch
Over the Hedge,1289,Over the Hedge
Batman Returns,1290,Batman Returns
The Kentucky Fried Movie,1291,The Kentucky Fried Movie
Mission: Impossible,1292,Mission: Impossible
Bruce Almighty,1293,Bruce Almighty
The 6th Day,1294,The 6th Day
Frida,1295,Frida
Jumper,1296,Jumper
Cats & Dogs: The Revenge of Kitty Galore,1297,Cats & Dogs: The Revenge of Kitty Galore
Creepshow,1298,Creepshow
The Longest Yard,1299,The Longest Yard
Die Hard 2,1300,Die Hard 2
Space Jam,1301,Space Jam
Oceans,1302,Oceans
Donkey Punch,1303,Donkey Punch
Hoop Dreams,1304,Hoop Dreams
The Postman,1305,The Postman
Timeline,1306,Timeline
Nine,1307,Nine
How High,1308,How High
Battlefield Earth,1309,Battlefield Earth
Walking with Dinosaurs 3D,1310,Walking with Dinosaurs 3D
Daylight,1311,Daylight
Thirteen Days,1312,Thirteen Days
Surrogates,1313,Surrogates
The Edge,1314,The Edge
The Muppet Christmas Carol,1315,The Muppet Christmas Carol
The Pink Panther,1316,The Pink Panther
Mars Attacks!,1317,Mars Attacks!
Little Nicky,1318,Little Nicky
Swordfish,1319,Swordfish
Mighty Joe Young,1320,Mighty Joe Young
House of Wax,1321,House of Wax
Half Nelson,1322,Half Nelson
Bewitched,1323,Bewitched
The Manchurian Candidate,1324,The Manchurian Candidate
Lost in Space,1325,Lost in Space
Zookeeper,1326,Zookeeper
Yogi Bear,1327,Yogi Bear
Six Days Seven Nights,1328,Six Days Seven Nights
Conspiracy Theory,1329,Conspiracy Theory
The Brothers Grimm,1330,The Brothers Grimm
S.W.A.T.,1331,S.W.A.T.
Black Rock,1332,Black Rock
Vanilla Sky,1333,Vanilla Sky
Two Weeks Notice,1334,Two Weeks Notice
The Italian Job,1335,The Italian Job
Cats & Dogs,1336,Cats & Dogs
Beyond the Black Rainbow,1337,Beyond the Black Rainbow
Star Trek II: The Wrath of Khan,1338,Star Trek II: The Wrath of Khan
The Prince of Egypt,1339,The Prince of Egypt
Lake Mungo,1340,Lake Mungo
GoldenEye,1341,GoldenEye
The Bourne Identity,1342,The Bourne Identity
Silent Running,1343,Silent Running
Rocky,1344,Rocky
Wild Hogs,1345,Wild Hogs
Ace Ventura: Pet Detective,1346,Ace Ventura: Pet Detective
Meet the Fockers,1347,Meet the Fockers
Antz,1348,Antz
The Howling,1349,The Howling
Blades of Glory,1350,Blades of Glory
Hellraiser,1351,Hellraiser
3000 Miles to Graceland,1352,3000 Miles to Graceland
The Love Guru,1353,The Love Guru
The American President,1354,The American President
U-571,1355,U-571
Littleman,1356,Littleman
Dragon Blade,1357,Dragon Blade
Clear and Present Danger,1358,Clear and Present Danger
Wyatt Earp,1359,Wyatt Earp
God's Not Dead 2,1360,God's Not Dead 2
Astro Boy,1361,Astro Boy
Austin Powers in Goldmember,1362,Austin Powers in Goldmember
WarGames,1363,WarGames
Hop,1364,Hop
Transamerica,1365,Transamerica
Couples Retreat,1366,Couples Retreat
Faith Like Potatoes,1367,Faith Like Potatoes
Year One,1368,Year One
Reign of Fire,1369,Reign of Fire
The Day the Earth Stood Still,1370,The Day the Earth Stood Still
Practical Magic,1371,Practical Magic
Monsoon Wedding,1372,Monsoon Wedding
Shooter,1373,Shooter
Alien: Resurrection,1374,Alien: Resurrection
The Trouble with Harry,1375,The Trouble with Harry
But I'm a Cheerleader,1376,But I'm a Cheerleader
Home Run,1377,Home Run
The Second Mother,1378,The Second Mother
Blue Like Jazz,1379,Blue Like Jazz
Rules of Engagement,1380,Rules of Engagement
The Tale of Despereaux,1381,The Tale of Despereaux
Days of Thunder,1382,Days of Thunder
Paycheck,1383,Paycheck
Hellboy,1384,Hellboy
Jingle All the Way,1385,Jingle All the Way
Starsky & Hutch,1386,Starsky & Hutch
Airborne,1387,Airborne
Waiting...,1388,Waiting...
This Is It,1389,This Is It
Deep Blue Sea,1390,Deep Blue Sea
Dead Man's Shoes,1391,Dead Man's Shoes
Ladder 49,1392,Ladder 49
The Scorpion King,1393,The Scorpion King
Collateral,1394,Collateral
The Horse Whisperer,1395,The Horse Whisperer
Any Given Sunday,1396,Any Given Sunday
The Family Man,1397,The Family Man
The Jackal,1398,The Jackal
Scooby-Doo,1399,Scooby-Doo
Witness,1400,Witness
Elektra,1401,Elektra
The X Files,1402,The X Files
Last Man Standing,1403,Last Man Standing
Entrapment,1404,Entrapment
Dinner for Schmucks,1405,Dinner for Schmucks
Body of Lies,1406,Body of Lies
Taxi to the Dark Side,1407,Taxi to the Dark Side
The Insider,1408,The Insider
Mystery Men,1409,Mystery Men
Antarctica: A Year on Ice,1410,Antarctica: A Year on Ice
A Lego Brickumentary,1411,A Lego Brickumentary
The Score,1412,The Score
The House of the Devil,1413,The House of the Devil
The Sum of All Fears,1414,The Sum of All Fears
The Perfect Host,1415,The Perfect Host
The Last Legion,1416,The Last Legion
Sky Captain and the World of Tomorrow,1417,Sky Captain and the World of Tomorrow
Riding Giants,1418,Riding Giants
Heli,1419,Heli
Doom,1420,Doom
Harold & Kumar Escape from Guantanamo Bay,1421,Harold & Kumar Escape from Guantanamo Bay
The Dilemma,1422,The Dilemma
Seven Years in Tibet,1423,Seven Years in Tibet
The Siege,1424,The Siege
Cypher,1425,Cypher
The Abyss,1426,The Abyss
Wolf,1427,Wolf
ZMD: Zombies of Mass Destruction,1428,ZMD: Zombies of Mass Destruction
Yentl,1429,Yentl
AVP: Alien vs. Predator,1430,AVP: Alien vs. Predator
Lady in the Water,1431,Lady in the Water
Jackie Brown,1432,Jackie Brown
Beyond the Valley of the Dolls,1433,Beyond the Valley of the Dolls
Ajami,1434,Ajami
What Women Want,1435,What Women Want
Oliver Twist,1436,Oliver Twist
City of Life and Death,1437,City of Life and Death
Hudson Hawk,1438,Hudson Hawk
The Missing,1439,The Missing
We Are Marshall,1440,We Are Marshall
An Inconvenient Truth,1441,An Inconvenient Truth
Zathura: A Space Adventure,1442,Zathura: A Space Adventure
Shine a Light,1443,Shine a Light
Death Race,1444,Death Race
October Baby,1445,October Baby
Step Up,1446,Step Up
Red Dawn,1447,Red Dawn
Blade: Trinity,1448,Blade: Trinity
The Skeleton Twins,1449,The Skeleton Twins
Palo Alto,1450,Palo Alto
Martha Marcy May Marlene,1451,Martha Marcy May Marlene
Frozen River,1452,Frozen River
Beavis and Butt-Head Do America,1453,Beavis and Butt-Head Do America
Mona Lisa Smile,1454,Mona Lisa Smile
World Trade Center,1455,World Trade Center
The Kid,1456,The Kid
Broken Arrow,1457,Broken Arrow
Cliffhanger,1458,Cliffhanger
Space Cowboys,1459,Space Cowboys
Who Killed the Electric Car?,1460,Who Killed the Electric Car?
The Mask of Zorro,1461,The Mask of Zorro
Step Brothers,1462,Step Brothers
You've Got Mail,1463,You've Got Mail
Bubba Ho-Tep,1464,Bubba Ho-Tep
Orgazmo,1465,Orgazmo
Obvious Child,1466,Obvious Child
Katy Perry: Part of Me,1467,Katy Perry: Part of Me
The Core,1468,The Core
All That Jazz,1469,All That Jazz
Sahara,1470,Sahara
Hulk,1471,Hulk
Lethal Weapon 4,1472,Lethal Weapon 4
Stealth,1473,Stealth
"20,000 Leagues Under the Sea",1474,"20,000 Leagues Under the Sea"
Swingers,1475,Swingers
A Fistful of Dollars,1476,A Fistful of Dollars
Just Wright,1477,Just Wright
The Last Samurai,1478,The Last Samurai
The Grace Card,1479,The Grace Card
Super Hybrid,1480,Super Hybrid
Rachel Getting Married,1481,Rachel Getting Married
Die Another Day,1482,Die Another Day
Girl with a Pearl Earring,1483,Girl with a Pearl Earring
Final Fantasy: The Spirits Within,1484,Final Fantasy: The Spirits Within
Troy,1485,Troy
Flushed Away,1486,Flushed Away
Mars Needs Moms,1487,Mars Needs Moms
Mission: Impossible III,1488,Mission: Impossible III
Bee Movie,1489,Bee Movie
The Wolfman,1490,The Wolfman
G-Force,1491,G-Force
Bolt,1492,Bolt
Children of Heaven,1493,Children of Heaven
Angels & Demons,1494,Angels & Demons
Weekend,1495,Weekend
2046,1496,2046
The Matrix Reloaded,1497,The Matrix Reloaded
The Matrix Revolutions,1498,The Matrix Revolutions
X-Men Origins: Wolverine,1499,X-Men Origins: Wolverine
Good Dick,1500,Good Dick
Madagascar: Escape 2 Africa,1501,Madagascar: Escape 2 Africa
Master and Commander: The Far Side of the World,1502,Master and Commander: The Far Side of the World
The Incredible Hulk,1503,The Incredible Hulk
Star Wars: Episode II - Attack of the Clones,1504,Star Wars: Episode II - Attack of the Clones
How Do You Know,1505,How Do You Know
Speed Racer,1506,Speed Racer
The Chronicles of Riddick,1507,The Chronicles of Riddick
Death Race 2000,1508,Death Race 2000
Crank,1509,Crank
Charlie's Angels: Full Throttle,1510,Charlie's Angels: Full Throttle
Ghost Rider,1511,Ghost Rider
Fantastic 4: Rise of the Silver Surfer,1512,Fantastic 4: Rise of the Silver Surfer
The Perfect Storm,1513,The Perfect Storm
Mission: Impossible II,1514,Mission: Impossible II
How the Grinch Stole Christmas,1515,How the Grinch Stole Christmas
Batman & Robin,1516,Batman & Robin
Some Guy Who Kills People,1517,Some Guy Who Kills People
Happy Feet 2,1518,Happy Feet 2
The 13th Warrior,1519,The 13th Warrior
Compliance,1520,Compliance
Chasing Amy,1521,Chasing Amy
X-Men 2,1522,X-Men 2
Rio 2,1523,Rio 2
The Da Vinci Code,1524,The Da Vinci Code
Dinosaur,1525,Dinosaur
Australia,1526,Australia
The Canyons,1527,The Canyons
Bad Boys II,1528,Bad Boys II
War of the Worlds,1529,War of the Worlds
The Christmas Bunny,1530,The Christmas Bunny
The Bourne Ultimatum,1531,The Bourne Ultimatum
Jesus People,1532,Jesus People
Miami Vice,1533,Miami Vice
Total Recall,1534,Total Recall
"Monsters, Inc.",1535,"Monsters, Inc."
Charlie and the Chocolate Factory,1536,Charlie and the Chocolate Factory
Harry Potter and the Goblet of Fire,1537,Harry Potter and the Goblet of Fire
A Christmas Carol,1538,A Christmas Carol
Rush Hour 3,1539,Rush Hour 3
Ravenous,1540,Ravenous
Tiny Furniture,1541,Tiny Furniture
House of Flying Daggers,1542,House of Flying Daggers
The Call of Cthulhu,1543,The Call of Cthulhu
Arbitrage,1544,Arbitrage
Smiling Fish & Goat on Fire,1545,Smiling Fish & Goat on Fire
Terminator Salvation,1546,Terminator Salvation
The Last Waltz,1547,The Last Waltz
Project Almanac,1548,Project Almanac
Transformers: Revenge of the Fallen,1549,Transformers: Revenge of the Fallen
X-Men: The Last Stand,1550,X-Men: The Last Stand
Clerks,1551,Clerks
The FP,1552,The FP
Spider-Man 2,1553,Spider-Man 2
King Kong,1554,King Kong
The Golden Compass,1555,The Golden Compass
Exeter,1556,Exeter
Cadillac Records,1557,Cadillac Records
Pink Flamingos,1558,Pink Flamingos
The Chronicles of Narnia: Prince Caspian,1559,The Chronicles of Narnia: Prince Caspian
Two Lovers,1560,Two Lovers
Quantum of Solace,1561,Quantum of Solace
Superman Returns,1562,Superman Returns
El Mariachi,1563,El Mariachi
Spider-Man 3,1564,Spider-Man 3
Running with Scissors,1565,Running with Scissors
Star Wars: Episode VII - The Force Awakens,1566,Star Wars: Episode VII - The Force Awakens
Pirates of the Caribbean: At World's End,1567,Pirates of the Caribbean: At World's End
Rampage,1568,Rampage
Hancock,1569,Hancock
Super Size Me,1570,Super Size Me
Monsters vs. Aliens,1571,Monsters vs. Aliens
Harry Potter and the Order of the Phoenix,1572,Harry Potter and the Order of the Phoenix
Alexander,1573,Alexander
The Horse Boy,1574,The Horse Boy
Pearl Harbor,1575,Pearl Harbor
When the Lights Went Out,1576,When the Lights Went Out
The Texas Chain Saw Massacre,1577,The Texas Chain Saw Massacre
Shrek the Third,1578,Shrek the Third
A Charlie Brown Christmas,1579,A Charlie Brown Christmas
Poseidon,1580,Poseidon
Sound of My Voice,1581,Sound of My Voice
Godzilla Resurgence,1582,Godzilla Resurgence
Romantic Schemer,1583,Romantic Schemer
Charlie Bartlett,1584,Charlie Bartlett
Terminator 3: Rise of the Machines,1585,Terminator 3: Rise of the Machines
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1586,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
The Birth of a Nation,1587,The Birth of a Nation
Facing the Giants,1588,Facing the Giants
The Gallows,1589,The Gallows
Eraserhead,1590,Eraserhead
Shrek Forever After,1591,Shrek Forever After
Over the Hill to the Poorhouse,1592,Over the Hill to the Poorhouse
The Mighty,1593,The Mighty
The Lost Skeleton of Cadavra,1594,The Lost Skeleton of Cadavra
Cheap Thrills,1595,Cheap Thrills
Indie Game: The Movie,1596,Indie Game: The Movie
G.I. Joe: The Rise of Cobra,1597,G.I. Joe: The Rise of Cobra
Waterworld,1598,Waterworld
The Mummy: Tomb of the Dragon Emperor,1599,The Mummy: Tomb of the Dragon Emperor
Wild Wild West,1600,Wild Wild West
The Last House on the Left,1601,The Last House on the Left
The Work and the Story,1602,The Work and the Story
Super Troopers,1603,Super Troopers
Young Adult,1604,Young Adult
Duma,1605,Duma
Groove,1606,Groove
The Interpreter,1607,The Interpreter
Hollow Man,1608,Hollow Man
You Don't Mess with the Zohan,1609,You Don't Mess with the Zohan
Valkyrie,1610,Valkyrie
Alvin and the Chipmunks: The Road Chip,1611,Alvin and the Chipmunks: The Road Chip
Atlantis: The Lost Empire,1612,Atlantis: The Lost Empire
Ben-Hur,1613,Ben-Hur
Die Hard with a Vengeance,1614,Die Hard with a Vengeance
Tropic Thunder,1615,Tropic Thunder
Drinking Buddies,1616,Drinking Buddies
The Other Dream Team,1617,The Other Dream Team
Charlie's Angels,1618,Charlie's Angels
Top Five,1619,Top Five
Lara Croft Tomb Raider: The Cradle of Life,1620,Lara Croft Tomb Raider: The Cradle of Life
Ice Age: Dawn of the Dinosaurs,1621,Ice Age: Dawn of the Dinosaurs
What Lies Beneath,1622,What Lies Beneath
Rush Hour 2,1623,Rush Hour 2
Toy Story 2,1624,Toy Story 2
Men in Black,1625,Men in Black
The Incredibles,1626,The Incredibles
The Spiderwick Chronicles,1627,The Spiderwick Chronicles
Jurassic Park III,1628,Jurassic Park III
Lara Croft: Tomb Raider,1629,Lara Croft: Tomb Raider
Good Kill,1630,Good Kill
Insomnia Manica,1631,Insomnia Manica
Now Is Good,1632,Now Is Good
Girls Gone Dead,1633,Girls Gone Dead
Stir of Echoes,1634,Stir of Echoes
Brother,1635,Brother
Cloudy with a Chance of Meatballs,1636,Cloudy with a Chance of Meatballs
The Road to El Dorado,1637,The Road to El Dorado
Rounders,1638,Rounders
Spy Game,1639,Spy Game
A Hard Day's Night,1640,A Hard Day's Night
Arthur Christmas,1641,Arthur Christmas
The Fast and the Furious: Tokyo Drift,1642,The Fast and the Furious: Tokyo Drift
Memoirs of a Geisha,1643,Memoirs of a Geisha
Last Action Hero,1644,Last Action Hero
The Rundown,1645,The Rundown
Enemy at the Gates,1646,Enemy at the Gates
Ocean's Thirteen,1647,Ocean's Thirteen
It's Complicated,1648,It's Complicated
Enemy of the State,1649,Enemy of the State
Tower Heist,1650,Tower Heist
Darling Companion,1651,Darling Companion
Fireproof,1652,Fireproof
Enchanted,1653,Enchanted
The Saint,1654,The Saint
Open Water,1655,Open Water
Air Force One,1656,Air Force One
The Bourne Supremacy,1657,The Bourne Supremacy
Happy Feet,1658,Happy Feet
Kingdom of the Spiders,1659,Kingdom of the Spiders
Twister,1660,Twister
Seabiscuit,1661,Seabiscuit
The Station Agent,1662,The Station Agent
Cinderella Man,1663,Cinderella Man
Conan the Barbarian,1664,Conan the Barbarian
K-19: The Widowmaker,1665,K-19: The Widowmaker
To Save a Life,1666,To Save a Life
Bicentennial Man,1667,Bicentennial Man
Osama,1668,Osama
Mission to Mars,1669,Mission to Mars
Ocean's Eleven,1670,Ocean's Eleven
Tales from the Crypt: Demon Knight,1671,Tales from the Crypt: Demon Knight
Sex and the City 2,1672,Sex and the City 2
The Stepford Wives,1673,The Stepford Wives
Harry Potter and the Chamber of Secrets,1674,Harry Potter and the Chamber of Secrets
Minority Report,1675,Minority Report
What Happens in Vegas,1676,What Happens in Vegas
Gone in Sixty Seconds,1677,Gone in Sixty Seconds
The Island,1678,The Island
"10,000 B.C.",1679,"10,000 B.C."
My Beautiful Laundrette,1680,My Beautiful Laundrette
Stuart Little,1681,Stuart Little
Kingdom of Heaven,1682,Kingdom of Heaven
"I, Robot",1683,"I, Robot"
Ali,1684,Ali
Around the World in 80 Days,1685,Around the World in 80 Days
Live Free or Die Hard,1686,Live Free or Die Hard
Cries & Whispers,1687,Cries & Whispers
Casino Royale,1688,Casino Royale
The Smurfs 2,1689,The Smurfs 2
Murderball,1690,Murderball
The A-Team,1691,The A-Team
Gulliver's Travels,1692,Gulliver's Travels
The Aviator,1693,The Aviator
It Happened One Night,1694,It Happened One Night
Mr. & Mrs. Smith,1695,Mr. & Mrs. Smith
Ocean's Twelve,1696,Ocean's Twelve
Tupac: Resurrection,1697,Tupac: Resurrection
Tomorrow Never Dies,1698,Tomorrow Never Dies
The Prophecy,1699,The Prophecy
Pieces of April,1700,Pieces of April
Dante's Peak,1701,Dante's Peak
Wendy and Lucy,1702,Wendy and Lucy
Windtalkers,1703,Windtalkers
Maniac,1704,Maniac
Ondine,1705,Ondine
Planet of the Apes,1706,Planet of the Apes
American Gangster,1707,American Gangster
Surf's Up,1708,Surf's Up
Rodeo Girl,1709,Rodeo Girl
Gangs of New York,1710,Gangs of New York
The Mummy Returns,1711,The Mummy Returns
Green Zone,1712,Green Zone
The Boys from Brazil,1713,The Boys from Brazil
The Toxic Avenger,1714,The Toxic Avenger
Bloody Sunday,1715,Bloody Sunday
Land of the Lost,1716,Land of the Lost
Treasure Planet,1717,Treasure Planet
Conversations with Other Women,1718,Conversations with Other Women
Catwoman,1719,Catwoman
Poultrygeist: Night of the Chicken Dead,1720,Poultrygeist: Night of the Chicken Dead
Starship Troopers,1721,Starship Troopers
Public Enemies,1722,Public Enemies
Batman Forever,1723,Batman Forever
As It Is in Heaven,1724,As It Is in Heaven
Napoleon Dynamite,1725,Napoleon Dynamite
Blue Ruin,1726,Blue Ruin
Dogtown and Z-Boys,1727,Dogtown and Z-Boys
Eragon,1728,Eragon
National Treasure,1729,National Treasure
Paper Towns,1730,Paper Towns
The Emperor's New Groove,1731,The Emperor's New Groove
The Hunchback of Notre Dame,1732,The Hunchback of Notre Dame
Eraser,1733,Eraser
Heroes,1734,Heroes
Little Fockers,1735,Little Fockers
The Taking of Pelham 1 2 3,1736,The Taking of Pelham 1 2 3
True Lies,1737,True Lies
Aquamarine,1738,Aquamarine
State of Play,1739,State of Play
Special,1740,Special
Infamous,1741,Infamous
Indiana Jones and the Last Crusade,1742,Indiana Jones and the Last Crusade
Traffic,1743,Traffic
It's All Gone Pete Tong,1744,It's All Gone Pete Tong
The One,1745,The One
Street Fighter: The Legend of Chun-Li,1746,Street Fighter: The Legend of Chun-Li
Stonewall,1747,Stonewall
The Vatican Tapes,1748,The Vatican Tapes
Death to Smoochy,1749,Death to Smoochy
Gamer,1750,Gamer
St. Trinian's,1751,St. Trinian's
Domino,1752,Domino
Defiance,1753,Defiance
The Last Five Years,1754,The Last Five Years
Six-String Samurai,1755,Six-String Samurai
Baby's Day Out,1756,Baby's Day Out
Dream House,1757,Dream House
Circle,1758,Circle
The Messenger: The Story of Joan of Arc,1759,The Messenger: The Story of Joan of Arc
Into the Blue,1760,Into the Blue
Eastern Promises,1761,Eastern Promises
Eden Lake,1762,Eden Lake
Vampire Killers,1763,Vampire Killers
The Life of David Gale,1764,The Life of David Gale
The Life Aquatic with Steve Zissou,1765,The Life Aquatic with Steve Zissou
The Iron Giant,1766,The Iron Giant
Grave Encounters,1767,Grave Encounters
Escape from L.A.,1768,Escape from L.A.
The International,1769,The International
London,1770,London
The Bone Collector,1771,The Bone Collector
Panic Room,1772,Panic Room
Meek's Cutoff,1773,Meek's Cutoff
The Pelican Brief,1774,The Pelican Brief
Captive,1775,Captive
Journey to the Center of the Earth,1776,Journey to the Center of the Earth
Miss Congeniality,1777,Miss Congeniality
Scary Movie 3,1778,Scary Movie 3
The Flintstones,1779,The Flintstones
The Infiltrator,1780,The Infiltrator
Liar Liar,1781,Liar Liar
Witchboard,1782,Witchboard
Jonah Hex,1783,Jonah Hex
Shortbus,1784,Shortbus
Insomnia,1785,Insomnia
Waltz with Bashir,1786,Waltz with Bashir
My Best Friend's Wedding,1787,My Best Friend's Wedding
Phone Booth,1788,Phone Booth
Solaris,1789,Solaris
First Blood,1790,First Blood
Riding in Cars with Boys,1791,Riding in Cars with Boys
The Thomas Crown Affair,1792,The Thomas Crown Affair
No End in Sight,1793,No End in Sight
The Diary of a Teenage Girl,1794,The Diary of a Teenage Girl
The Cable Guy,1795,The Cable Guy
Out of Sight,1796,Out of Sight
3:10 to Yuma,1797,3:10 to Yuma
In the Shadow of the Moon,1798,In the Shadow of the Moon
Bedazzled,1799,Bedazzled
Kate & Leopold,1800,Kate & Leopold
K-PAX,1801,K-PAX
Rat Race,1802,Rat Race
Stitches,1803,Stitches
Harsh Times,1804,Harsh Times
Basic,1805,Basic
The Story of Us,1806,The Story of Us
High School Musical 3: Senior Year,1807,High School Musical 3: Senior Year
Outbreak,1808,Outbreak
Hang 'Em High,1809,Hang 'Em High
Christmas with the Kranks,1810,Christmas with the Kranks
Quest for Fire,1811,Quest for Fire
The Ring Two,1812,The Ring Two
Knowing,1813,Knowing
Run Lola Run,1814,Run Lola Run
Congo,1815,Congo
Payback,1816,Payback
Inside Man,1817,Inside Man
May,1818,May
Antwone Fisher,1819,Antwone Fisher
Race to Witch Mountain,1820,Race to Witch Mountain
Stepmom,1821,Stepmom
Under the Same Moon,1822,Under the Same Moon
The Emperor's Club,1823,The Emperor's Club
How to Lose a Guy in 10 Days,1824,How to Lose a Guy in 10 Days
Erin Brockovich,1825,Erin Brockovich
Trash,1826,Trash
Mr. Deeds,1827,Mr. Deeds
You Can't Take It with You,1828,You Can't Take It with You
Patch Adams,1829,Patch Adams
From Here to Eternity,1830,From Here to Eternity
Grace Unplugged,1831,Grace Unplugged
Jerry Maguire,1832,Jerry Maguire
Robin Hood: Prince of Thieves,1833,Robin Hood: Prince of Thieves
Shrek,1834,Shrek
Yes Man,1835,Yes Man
The Greatest Movie Ever Sold,1836,The Greatest Movie Ever Sold
Unforgotten,1837,Unforgotten
Songcatcher,1838,Songcatcher
"To Be Frank, Sinatra at 100",1839,"To Be Frank, Sinatra at 100"
Assassins,1840,Assassins
Murder by Numbers,1841,Murder by Numbers
Bananas,1842,Bananas
Marmaduke,1843,Marmaduke
In the Land of Blood and Honey,1844,In the Land of Blood and Honey
For Love of the Game,1845,For Love of the Game
Ninja Assassin,1846,Ninja Assassin
The Beach,1847,The Beach
The Adventures of Sharkboy and Lavagirl 3-D,1848,The Adventures of Sharkboy and Lavagirl 3-D
The Lady from Shanghai,1849,The Lady from Shanghai
Bridget Jones: The Edge of Reason,1850,Bridget Jones: The Edge of Reason
Resident Evil: Apocalypse,1851,Resident Evil: Apocalypse
The Peacemaker,1852,The Peacemaker
Small Apartments,1853,Small Apartments
Gremlins 2: The New Batch,1854,Gremlins 2: The New Batch
Coffee Town,1855,Coffee Town
Straight A's,1856,Straight A's
The Replacements,1857,The Replacements
Silent Hill,1858,Silent Hill
The Walking Deceased,1859,The Walking Deceased
The Curse of Downers Grove,1860,The Curse of Downers Grove
River's Edge,1861,River's Edge
Major League,1862,Major League
The Square,1863,The Square
Syriana,1864,Syriana
Man on Wire,1865,Man on Wire
Unfaithful,1866,Unfaithful
The Last Exorcism,1867,The Last Exorcism
Nine Dead,1868,Nine Dead
Caramel,1869,Caramel
Ghost Dog: The Way of the Samurai,1870,Ghost Dog: The Way of the Samurai
Monster-in-Law,1871,Monster-in-Law
A Time to Kill,1872,A Time to Kill
Stung,1873,Stung
54,1874,54
Double Jeopardy,1875,Double Jeopardy
The Rise of the Krays,1876,The Rise of the Krays
Alien Uprising,1877,Alien Uprising
The Karate Kid,1878,The Karate Kid
Bubble Boy,1879,Bubble Boy
The Secret Life of Bees,1880,The Secret Life of Bees
The Calling,1881,The Calling
A Knight's Tale,1882,A Knight's Tale
8 Mile,1883,8 Mile
Micmacs,1884,Micmacs
Cheaper by the Dozen,1885,Cheaper by the Dozen
History of the World: Part I,1886,History of the World: Part I
The Brave Little Toaster,1887,The Brave Little Toaster
Hero,1888,Hero
Friday the 13th Part III,1889,Friday the 13th Part III
Super Mario Bros.,1890,Super Mario Bros.
"Paris, je t'aime",1891,"Paris, je t'aime"
Licence to Kill,1892,Licence to Kill
Brüno,1893,Brüno
The Mothman Prophecies,1894,The Mothman Prophecies
The Mirror Has Two Faces,1895,The Mirror Has Two Faces
Saw VI,1896,Saw VI
Cleopatra,1897,Cleopatra
Boomerang,1898,Boomerang
Along Came Polly,1899,Along Came Polly
The Warrior's Way,1900,The Warrior's Way
A League of Their Own,1901,A League of Their Own
Sleep Dealer,1902,Sleep Dealer
The Other End of the Line,1903,The Other End of the Line
Timecrimes,1904,Timecrimes
Singin' in the Rain,1905,Singin' in the Rain
The Count of Monte Cristo,1906,The Count of Monte Cristo
Spawn,1907,Spawn
Small Soldiers,1908,Small Soldiers
Shall We Dance,1909,Shall We Dance
A Haunted House,1910,A Haunted House
Behind Enemy Lines,1911,Behind Enemy Lines
2016: Obama's America,1912,2016: Obama's America
The Final Destination,1913,The Final Destination
That Thing You Do!,1914,That Thing You Do!
17 Again,1915,17 Again
Halloween III: Season of the Witch,1916,Halloween III: Season of the Witch
Kevin Hart: Let Me Explain,1917,Kevin Hart: Let Me Explain
JFK,1918,JFK
Shallow Hal,1919,Shallow Hal
"I Love You, Man",1920,"I Love You, Man"
Vantage Point,1921,Vantage Point
My Own Private Idaho,1922,My Own Private Idaho
Ray,1923,Ray
The Last of the Mohicans,1924,The Last of the Mohicans
Ride Along 2,1925,Ride Along 2
Garden State,1926,Garden State
The Talented Mr. Ripley,1927,The Talented Mr. Ripley
My Life Without Me,1928,My Life Without Me
Dodgeball: A True Underdog Story,1929,Dodgeball: A True Underdog Story
Back to the Future Part III,1930,Back to the Future Part III
Scream 3,1931,Scream 3
8: The Mormon Proposition,1932,8: The Mormon Proposition
Chicken Run,1933,Chicken Run
Patriot Games,1934,Patriot Games
The Best Years of Our Lives,1935,The Best Years of Our Lives
Charlie St. Cloud,1936,Charlie St. Cloud
The Legend of Drunken Master,1937,The Legend of Drunken Master
Boys Don't Cry,1938,Boys Don't Cry
Silent House,1939,Silent House
The Hustler,1940,The Hustler
The Indian in the Cupboard,1941,The Indian in the Cupboard
The River Wild,1942,The River Wild
Last Holiday,1943,Last Holiday
The Triplets of Belleville,1944,The Triplets of Belleville
Resident Evil: Extinction,1945,Resident Evil: Extinction
Smoke Signals,1946,Smoke Signals
American Splendor,1947,American Splendor
Thirteen,1948,Thirteen
Revolutionary Road,1949,Revolutionary Road
"Yours, Mine and Ours",1950,"Yours, Mine and Ours"
The Specialist,1951,The Specialist
From Hell,1952,From Hell
A Bug's Life,1953,A Bug's Life
Touching the Void,1954,Touching the Void
Coyote Ugly,1955,Coyote Ugly
Anaconda,1956,Anaconda
Changing Lanes,1957,Changing Lanes
Coach Carter,1958,Coach Carter
Blade,1959,Blade
